10 -2565.355468 889.970031 -995.275024 0.000000 78.000000 0.000000 0.000000 0.000000 1.000000 -50.716594 186.020217 1.000000 1 0 0.000000
11 -3390.772460 855.242675 -855.875000 0.000000 -106.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -106.000000 1.000000 2 0 0.000000
1 -1049.100585 1375.832031 -944.875000 0.000000 89.000000 0.000000 0.000000 0.000000 1.000000 0.000000 89.000000 1.000000 1 0 0.000000
9 -3263.372558 498.439910 -891.875000 0.000000 79.000000 0.000000 0.000000 0.000000 1.000000 0.000000 79.000000 1.000000 8 0 0.000000
13 -3195.181396 512.542968 -872.750000 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -2.000000 1.000000 0 0 0.000000
16 -3264.201904 557.297363 -880.875000 0.000000 80.000000 0.000000 0.000000 0.000000 1.000000 0.000000 80.000000 1.000000 0 0 0.000000
5 -1010.989501 2016.875000 -771.003356 0.000000 38.000000 125.000000 0.000000 -1.000000 0.000000 0.000000 38.000000 0.000000 0 0 0.000000
14 -1352.728271 2040.222778 -777.094238 0.000000 76.000000 0.000000 0.707104 0.000000 0.707108 0.000000 76.000000 1.000000 1 0 0.000000
16 -64.708679 2437.274902 -496.875000 0.000000 153.000000 0.000000 0.000000 0.000000 1.000000 0.000000 153.000000 1.000000 2 0 0.000000
15 -2932.104736 62.808883 -496.875000 0.000000 -12.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -12.000000 1.000000 2 0 0.000000
6 -2059.209716 1983.974243 -502.875000 0.000000 -89.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -89.000000 1.000000 0 0 0.000000
14 -446.230316 2790.462402 -504.875000 0.000000 -6.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -6.000000 1.000000 1 0 0.000000
14 -552.328979 2635.392578 -352.875000 0.000000 -49.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -49.000000 1.000000 1 0 0.000000
16 -611.953552 2683.702880 -496.875000 0.000000 -44.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -44.000000 1.000000 0 0 0.000000
16 66.522430 2463.678466 -496.875000 0.000000 -3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -3.000000 1.000000 2 0 0.000000
16 -79.037712 2493.927734 -496.875000 0.000000 152.000000 0.000000 0.000000 0.000000 1.000000 0.000000 152.000000 1.000000 2 0 0.000000
12 -2109.014404 1021.547912 -498.875000 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -2.000000 1.000000 1 0 0.000000
14 -2240.305419 1027.184692 -504.875000 0.000000 -3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -3.000000 1.000000 1 0 0.000000
13 216.588134 1469.585815 -498.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 1.000000 1 0 0.000000
15 766.945556 1463.991821 -496.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 1.000000 2 0 0.000000
16 363.863281 1475.806030 -496.875000 0.000000 159.000000 0.000000 0.000000 0.000000 1.000000 0.000000 159.000000 1.000000 2 0 0.000000
9 447.236419 1486.004394 -507.875000 0.000000 176.000000 0.000000 0.000000 0.000000 1.000000 0.000000 176.000000 1.000000 5 0 0.000000
15 183.931411 1093.278808 -368.875000 0.000000 -129.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -129.000000 1.000000 2 0 0.000000
15 315.740814 1091.810913 -368.875000 0.000000 -92.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -92.000000 1.000000 2 0 0.000000
15 452.208190 1099.664062 -368.875000 0.000000 -72.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -72.000000 1.000000 2 0 0.000000
15 572.491027 1075.384399 -392.875000 0.000000 -97.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -97.000000 1.000000 2 0 0.000000
15 675.352905 1095.035034 -405.782714 0.000000 -89.000000 0.000000 -0.242535 0.000000 0.970142 0.000000 -89.000000 1.000000 2 0 0.000000
15 827.054992 1117.326416 -328.875000 0.000000 -87.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -87.000000 1.000000 2 0 0.000000
