1 1382.982543 5902.427246 -488.375000 0.000000 -157.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -157.000000 1.000000
1 1305.781250 5822.452148 -406.896026 0.000000 -51.000000 -53.000000 0.707106 0.000000 0.707107 1.000000 -51.000000 0.000000
3 1322.676757 5759.579101 -566.375000 0.000000 87.000000 0.000000 0.000000 0.000000 1.000000 0.000000 87.000000 1.000000
3 1368.970947 6105.045898 -488.375000 0.000000 107.000000 0.000000 0.000000 0.000000 1.000000 0.000000 107.000000 1.000000
1 1421.098266 6076.102539 -613.078186 0.000000 152.000000 0.000000 0.624695 0.000000 0.780868 0.000000 152.000000 1.000000
1 2165.515869 5595.628906 -509.322296 0.000000 -41.000000 0.000000 -0.449793 -0.064951 0.890767 0.000000 -41.000000 1.000000
3 1319.691528 6740.828125 -656.375000 0.000000 -103.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -103.000000 1.000000
3 1507.436035 6737.464355 -656.375000 0.000000 -87.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -87.000000 1.000000
3 1414.832275 6836.654785 -656.375000 0.000000 -92.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -92.000000 1.000000
1 1411.760986 6898.520996 -656.375000 0.000000 -91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -91.000000 1.000000
1 1403.374755 6574.666992 -656.375000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 1.000000
16 -614.778381 7198.063476 -344.375000 0.000000 -141.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -141.000000 1.000000
11 -1362.549316 7253.295898 -295.375122 0.000000 129.000000 0.000000 0.000000 0.000000 1.000000 0.000000 129.000000 1.000000
11 -1300.770751 7244.183105 -319.375000 0.000000 82.000000 0.000000 0.000000 0.000000 1.000000 0.000000 82.000000 1.000000
1 -1209.280273 6821.160156 -580.375000 0.000000 -58.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -58.000000 1.000000
16 1383.610107 7019.342285 -656.375000 0.000000 -179.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -179.000000 1.000000
1 -517.923278 7220.979492 -308.375000 0.000000 -37.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -37.000000 1.000000
1 -498.536621 7264.839843 -308.375000 0.000000 -10.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -10.000000 1.000000
1 -525.311767 7296.701171 -308.375000 0.000000 17.000000 0.000000 0.000000 0.000000 1.000000 0.000000 17.000000 1.000000
1 -1324.805541 6864.224609 -580.375000 0.000000 -142.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -142.000000 1.000000
11 -1265.452636 6950.158691 -557.375000 0.000000 -35.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -35.000000 1.000000
14 -144.739227 7416.174804 -528.375000 0.000000 -57.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -57.000000 1.000000
16 1329.499755 7021.037109 -656.375000 0.000000 179.000000 0.000000 0.000000 0.000000 1.000000 0.000000 179.000000 1.000000
15 -1567.301879 4687.983886 -304.375000 0.000000 91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 91.000000 1.000000
11 -1435.027954 4923.901367 -279.375000 0.000000 50.000000 0.000000 0.000000 0.000000 1.000000 0.000000 50.000000 1.000000
10 -1501.081909 4874.198730 -299.375000 0.000000 49.000000 0.000000 0.000000 0.000000 1.000000 0.000000 49.000000 1.000000
11 -1423.245239 5240.126953 -279.375000 0.000000 -100.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -100.000000 1.000000
11 -1347.470825 6720.629882 -555.375000 0.000000 129.000000 0.000000 0.000000 0.000000 1.000000 0.000000 129.000000 1.000000
16 -1290.143310 6729.738281 -582.375000 0.000000 99.000000 0.000000 0.000000 0.000000 1.000000 0.000000 99.000000 1.000000
16 1264.771484 7019.708007 -656.375000 0.000000 -178.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -178.000000 1.000000
